,name,salary,team,year,salary_Num
0,Al Horford,"$12,000,000",atlanta-hawks,2014,12000000
1,Paul Millsap,"$9,500,000",atlanta-hawks,2014,9500000
2,Jeff Teague,"$8,000,000",atlanta-hawks,2014,8000000
3,Kyle Korver,"$6,253,521",atlanta-hawks,2014,6253521
4,Thabo Sefolosha,"$4,000,000",atlanta-hawks,2014,4000000
5,Mike Scott,"$3,333,333",atlanta-hawks,2014,3333333
6,DeMarre Carroll,"$2,500,000",atlanta-hawks,2014,2500000
7,Shelvin Mack,"$2,433,333",atlanta-hawks,2014,2433333
8,Kent Bazemore,"$2,000,000",atlanta-hawks,2014,2000000
9,Elton Brand,"$2,000,000",atlanta-hawks,2014,2000000
10,Dennis Schroder,"$1,690,680",atlanta-hawks,2014,1690680
11,John Jenkins,"$1,312,920",atlanta-hawks,2014,1312920
12,Pero Antic,"$1,250,000",atlanta-hawks,2014,1250000
13,John Salmons,"$1,000,000",atlanta-hawks,2014,1000000
14,Mike Muscala,"$816,482",atlanta-hawks,2014,816482
15,Austin Daye,"$200,166",atlanta-hawks,2014,200166
16,Jarell Eddie,"$29,843",atlanta-hawks,2014,29843
17,Paul Millsap,"$18,671,659",atlanta-hawks,2015,18671659
18,Al Horford,"$12,000,000",atlanta-hawks,2015,12000000
19,Tiago Splitter,"$8,500,000",atlanta-hawks,2015,8500000
20,Jeff Teague,"$8,000,000",atlanta-hawks,2015,8000000
21,Kyle Korver,"$5,746,479",atlanta-hawks,2015,5746479
22,Thabo Sefolosha,"$4,000,000",atlanta-hawks,2015,4000000
23,Mike Scott,"$3,333,333",atlanta-hawks,2015,3333333
24,Kirk Hinrich,"$2,870,000",atlanta-hawks,2015,2870000
25,Kent Bazemore,"$2,000,000",atlanta-hawks,2015,2000000
26,Dennis Schroder,"$1,763,400",atlanta-hawks,2015,1763400
27,Tim Hardaway Jr.,"$1,304,520",atlanta-hawks,2015,1304520
28,Kris Humphries,"$1,000,000",atlanta-hawks,2015,1000000
29,Walter Tavares,"$1,000,000",atlanta-hawks,2015,1000000
30,Mike Muscala,"$947,276",atlanta-hawks,2015,947276
31,Lamar Patterson,"$525,093",atlanta-hawks,2015,525093
32,Dwight Howard,"$23,500,000",atlanta-hawks,2016,23500000
33,Paul Millsap,"$20,072,033",atlanta-hawks,2016,20072033
34,Kent Bazemore,"$15,730,337",atlanta-hawks,2016,15730337
35,Ersan Ilyasova,"$8,400,000",atlanta-hawks,2016,8400000
36,Mike Dunleavy,"$4,837,500",atlanta-hawks,2016,4837500
37,Kris Humphries,"$4,000,000",atlanta-hawks,2016,4000000
38,Thabo Sefolosha,"$4,000,000",atlanta-hawks,2016,4000000
39,Dennis Schroder,"$2,708,582",atlanta-hawks,2016,2708582
40,Malcolm Delaney,"$2,500,000",atlanta-hawks,2016,2500000
41,Taurean Prince,"$2,318,280",atlanta-hawks,2016,2318280
42,Tim Hardaway Jr.,"$2,281,605",atlanta-hawks,2016,2281605
43,DeAndre' Bembry,"$1,499,760",atlanta-hawks,2016,1499760
44,Mike Muscala,"$1,015,696",atlanta-hawks,2016,1015696
45,Walter Tavares,"$1,000,000",atlanta-hawks,2016,1000000
46,Jarrett Jack,"$980,431",atlanta-hawks,2016,980431
47,Ryan Kelly,"$713,305",atlanta-hawks,2016,713305
48,Jose Calderon,"$392,478",atlanta-hawks,2016,392478
49,Lamar Patterson,"$242,963",atlanta-hawks,2016,242963
50,Gary Neal,"$72,193",atlanta-hawks,2016,72193
51,Matt Costello,"$50,000",atlanta-hawks,2016,50000
52,Kent Bazemore,"$16,910,112",atlanta-hawks,2017,16910112
53,Dennis Schroder,"$15,500,000",atlanta-hawks,2017,15500000
54,Miles Plumlee,"$12,400,000",atlanta-hawks,2017,12400000
55,Jamal Crawford,"$10,942,762",atlanta-hawks,2017,10942762
56,Dewayne Dedmon,"$6,900,000",atlanta-hawks,2017,6900000
57,Marco Belinelli,"$6,306,060",atlanta-hawks,2017,6306060
58,Ersan Ilyasova,"$6,000,000",atlanta-hawks,2017,6000000
59,Mike Muscala,"$5,000,000",atlanta-hawks,2017,5000000
60,R. Jefferson,"$2,500,000",atlanta-hawks,2017,2500000
61,Malcolm Delaney,"$2,500,000",atlanta-hawks,2017,2500000
62,Taurean Prince,"$2,422,560",atlanta-hawks,2017,2422560
63,John Collins,"$1,936,920",atlanta-hawks,2017,1936920
64,Mike Dunleavy,"$1,600,000",atlanta-hawks,2017,1600000
65,DeAndre' Bembry,"$1,567,200",atlanta-hawks,2017,1567200
66,Okaro White,"$1,312,611",atlanta-hawks,2017,1312611
67,Sheldon Mac,"$1,312,611",atlanta-hawks,2017,1312611
68,Isaiah Taylor,"$1,312,611",atlanta-hawks,2017,1312611
69,Diamond Stone,"$1,312,611",atlanta-hawks,2017,1312611
70,Tyler Dorsey,"$815,615",atlanta-hawks,2017,815615
71,Nicolas Brussino,"$393,041",atlanta-hawks,2017,393041
72,A. Cleveland,"$225,791",atlanta-hawks,2017,225791
73,Jaylen Morris,"$198,143",atlanta-hawks,2017,198143
74,Jeremy Evans,"$154,059",atlanta-hawks,2017,154059
75,Damion Lee,"$138,239",atlanta-hawks,2017,138239
76,Quinn Cook,"$100,000",atlanta-hawks,2017,100000
77,Andrew White III,"$77,250",atlanta-hawks,2017,77250
78,Tyler Cavanaugh,"$77,250",atlanta-hawks,2017,77250
79,Josh Magette,"$77,250",atlanta-hawks,2017,77250
80,Kent Bazemore,"$18,089,888",atlanta-hawks,2018,18089888
81,Miles Plumlee,"$12,400,000",atlanta-hawks,2018,12400000
82,Jeremy Lin,"$11,819,388",atlanta-hawks,2018,11819388
83,Dewayne Dedmon,"$6,300,000",atlanta-hawks,2018,6300000
84,Trae Young,"$5,363,280",atlanta-hawks,2018,5363280
85,Alex Len,"$4,350,000",atlanta-hawks,2018,4350000
86,Taurean Prince,"$2,526,840",atlanta-hawks,2018,2526840
87,Justin Anderson,"$2,516,047",atlanta-hawks,2018,2516047
88,Vince Carter,"$2,393,887",atlanta-hawks,2018,2393887
89,Jamal Crawford,"$2,304,226",atlanta-hawks,2018,2304226
90,John Collins,"$2,299,080",atlanta-hawks,2018,2299080
91,Kevin Huerter,"$2,250,960",atlanta-hawks,2018,2250960
92,DeAndre' Bembry,"$1,634,640",atlanta-hawks,2018,1634640
93,Omari Spellman,"$1,622,520",atlanta-hawks,2018,1622520
94,Jabari Bird,"$1,349,383",atlanta-hawks,2018,1349383
95,Daniel Hamilton,"$1,349,383",atlanta-hawks,2018,1349383
96,Jaylen Adams,"$236,854",atlanta-hawks,2018,236854
97,Tyler Zeller,"$106,974",atlanta-hawks,2018,106974
98,B.J. Johnson,"$94,741",atlanta-hawks,2018,94741
99,Alex Poythress,"$77,250",atlanta-hawks,2018,77250
100,Isaac Humphries,"$47,370",atlanta-hawks,2018,47370
101,Jordan Sibert,"$47,370",atlanta-hawks,2018,47370
102,Chandler Parsons,"$25,102,512",atlanta-hawks,2019,25102512
103,Jeff Teague,"$19,000,000",atlanta-hawks,2019,19000000
104,Clint Capela,"$16,896,552",atlanta-hawks,2019,16896552
105,Dewayne Dedmon,"$13,333,334",atlanta-hawks,2019,13333334
106,De'Andre Hunter,"$7,068,360",atlanta-hawks,2019,7068360
107,Trae Young,"$6,273,000",atlanta-hawks,2019,6273000
108,Cam Reddish,"$4,245,720",atlanta-hawks,2019,4245720
109,John Collins,"$2,686,560",atlanta-hawks,2019,2686560
110,Kevin Huerter,"$2,636,280",atlanta-hawks,2019,2636280
111,DeAndre' Bembry,"$2,603,981",atlanta-hawks,2019,2603981
112,Vince Carter,"$2,564,753",atlanta-hawks,2019,2564753
113,Skal Labissiere,"$2,338,846",atlanta-hawks,2019,2338846
114,Damian Jones,"$2,305,057",atlanta-hawks,2019,2305057
115,Treveon Graham,"$1,645,357",atlanta-hawks,2019,1645357
116,Bruno Fernando,"$1,400,000",atlanta-hawks,2019,1400000
117,Brandon Goodwin,"$522,738",atlanta-hawks,2019,522738
118,Charlie Brown,"$79,568",atlanta-hawks,2019,79568
119,Danilo Gallinari,"$19,500,000",atlanta-hawks,2020,19500000
120,B. Bogdanovic,"$18,000,000",atlanta-hawks,2020,18000000
121,Clint Capela,"$18,000,000",atlanta-hawks,2020,18000000
122,Tony Snell,"$12,178,571",atlanta-hawks,2020,12178571
123,Louis Williams,"$8,000,000",atlanta-hawks,2020,8000000
124,De'Andre Hunter,"$7,422,000",atlanta-hawks,2020,7422000
125,Trae Young,"$6,571,800",atlanta-hawks,2020,6571800
126,Onyeka Okongwu,"$5,813,640",atlanta-hawks,2020,5813640
127,Kris Dunn,"$4,767,000",atlanta-hawks,2020,4767000
128,Cam Reddish,"$4,458,000",atlanta-hawks,2020,4458000
129,John Collins,"$4,137,302",atlanta-hawks,2020,4137302
130,Kevin Huerter,"$2,761,920",atlanta-hawks,2020,2761920
131,Solomon Hill,"$2,174,318",atlanta-hawks,2020,2174318
132,Brandon Goodwin,"$1,701,593",atlanta-hawks,2020,1701593
133,Bruno Fernando,"$1,517,981",atlanta-hawks,2020,1517981
134,Khyri Thomas,"$744,684",atlanta-hawks,2020,744684
135,Skylar Mays,"$532,218",atlanta-hawks,2020,532218
136,Nathan Knight,"$522,989",atlanta-hawks,2020,522989
137,John Collins,"$23,000,000",atlanta-hawks,2021,23000000
138,Danilo Gallinari,"$20,475,000",atlanta-hawks,2021,20475000
139,B. Bogdanovic,"$18,000,000",atlanta-hawks,2021,18000000
140,Clint Capela,"$17,603,448",atlanta-hawks,2021,17603448
141,Delon Wright,"$8,526,316",atlanta-hawks,2021,8526316
142,Trae Young,"$8,326,471",atlanta-hawks,2021,8326471
143,De'Andre Hunter,"$7,775,400",atlanta-hawks,2021,7775400
144,Onyeka Okongwu,"$6,104,280",atlanta-hawks,2021,6104280
145,Kevin Knox II,"$5,845,978",atlanta-hawks,2021,5845978
146,Louis Williams,"$5,000,000",atlanta-hawks,2021,5000000
147,Kevin Huerter,"$4,253,357",atlanta-hawks,2021,4253357
148,Gorgui Dieng,"$4,000,000",atlanta-hawks,2021,4000000
149,Jalen Johnson,"$2,659,680",atlanta-hawks,2021,2659680
150,T. Luwawu-Cabarrot,"$1,939,350",atlanta-hawks,2021,1939350
151,Skylar Mays,"$510,907",atlanta-hawks,2021,510907
152,Sharife Cooper,"$462,629",atlanta-hawks,2021,462629
153,Lance Stephenson,"$138,019",atlanta-hawks,2021,138019
154,Wesley Iwundu,"$102,831",atlanta-hawks,2021,102831
155,Chris Clemons,"$85,578",atlanta-hawks,2021,85578
156,Cameron Oliver,"$85,578",atlanta-hawks,2021,85578
157,C. Brown,"$58,494",atlanta-hawks,2021,58494
158,Justin Tillman,"$53,176",atlanta-hawks,2021,53176
159,Anthony Barber,"$53,176",atlanta-hawks,2021,53176
160,Malik Ellison,"$53,176",atlanta-hawks,2021,53176
161,Malcolm Hill,"$53,176",atlanta-hawks,2021,53176
162,Trae Young,"$37,096,500",atlanta-hawks,2022,37096500
163,John Collins,"$23,500,000",atlanta-hawks,2022,23500000
164,Clint Capela,"$18,206,896",atlanta-hawks,2022,18206896
165,B. Bogdanovic,"$18,000,000",atlanta-hawks,2022,18000000
166,Dejounte Murray,"$17,071,120",atlanta-hawks,2022,17071120
167,De'Andre Hunter,"$9,835,881",atlanta-hawks,2022,9835881
168,Onyeka Okongwu,"$6,395,160",atlanta-hawks,2022,6395160
169,AJ Griffin,"$3,536,160",atlanta-hawks,2022,3536160
170,Saddiq Bey,"$2,959,080",atlanta-hawks,2022,2959080
171,Jalen Johnson,"$2,792,640",atlanta-hawks,2022,2792640
172,Bruno Fernando,"$2,717,391",atlanta-hawks,2022,2717391
173,Garrison Mathews,"$2,000,000",atlanta-hawks,2022,2000000
174,Aaron Holiday,"$1,968,175",atlanta-hawks,2022,1968175
175,Vit Krejci,"$1,563,518",atlanta-hawks,2022,1563518
176,Tyrese Martin,"$1,017,781",atlanta-hawks,2022,1017781
177,Trent Forrest,"$508,891",atlanta-hawks,2022,508891
178,Jarrett Culver,"$260,295",atlanta-hawks,2022,260295
179,Donovan Williams,"$239,822",atlanta-hawks,2022,239822
180,Derrick Favors,"$167,003",atlanta-hawks,2022,167003
181,Trae Young,"$40,064,220",atlanta-hawks,2023,40064220
182,Clint Capela,"$20,616,000",atlanta-hawks,2023,20616000
183,De'Andre Hunter,"$20,089,286",atlanta-hawks,2023,20089286
184,B. Bogdanovic,"$18,700,000",atlanta-hawks,2023,18700000
185,Dejounte Murray,"$18,214,000",atlanta-hawks,2023,18214000
186,Onyeka Okongwu,"$8,109,063",atlanta-hawks,2023,8109063
187,Patrick Mills,"$6,802,950",atlanta-hawks,2023,6802950
188,Saddiq Bey,"$4,556,983",atlanta-hawks,2023,4556983
189,Kobe Bufkin,"$4,094,244",atlanta-hawks,2023,4094244
190,AJ Griffin,"$3,712,920",atlanta-hawks,2023,3712920
191,Wesley Matthews,"$3,196,448",atlanta-hawks,2023,3196448
192,Jalen Johnson,"$2,925,360",atlanta-hawks,2023,2925360
193,Bruno Fernando,"$2,581,522",atlanta-hawks,2023,2581522
194,Garrison Mathews,"$2,000,000",atlanta-hawks,2023,2000000
195,Mouhamed Gueye,"$1,119,563",atlanta-hawks,2023,1119563
196,Trent Forrest,"$1,112,933",atlanta-hawks,2023,1112933
197,Seth Lundy,"$559,782",atlanta-hawks,2023,559782
198,Vit Krejci,"$369,971",atlanta-hawks,2023,369971
199,Miles Norris,"$193,028",atlanta-hawks,2023,193028
200,Dylan Windler,"$135,120",atlanta-hawks,2023,135120
201,Trae Young,"$43,031,940",atlanta-hawks,2024,43031940
202,Clint Capela,"$22,265,280",atlanta-hawks,2024,22265280
203,Caris LeVert,"$16,615,384",atlanta-hawks,2024,16615384
204,Onyeka Okongwu,"$14,000,000",atlanta-hawks,2024,14000000
205,Z. Risacher,"$12,569,040",atlanta-hawks,2024,12569040
206,Terance Mann,"$11,423,077",atlanta-hawks,2024,11423077
207,Larry Nance Jr.,"$11,205,000",atlanta-hawks,2024,11205000
208,Georges Niang,"$8,500,000",atlanta-hawks,2024,8500000
209,Dyson Daniels,"$6,059,520",atlanta-hawks,2024,6059520
210,Jalen Johnson,"$4,510,905",atlanta-hawks,2024,4510905
211,Kobe Bufkin,"$4,299,000",atlanta-hawks,2024,4299000
212,Bones Hyland,"$4,158,439",atlanta-hawks,2024,4158439
213,David Roddy,"$2,847,240",atlanta-hawks,2024,2847240
214,Garrison Mathews,"$2,230,253",atlanta-hawks,2024,2230253
215,Vit Krejci,"$2,162,606",atlanta-hawks,2024,2162606
216,Mouhamed Gueye,"$1,891,857",atlanta-hawks,2024,1891857
217,Dominick Barlow,"$922,983",atlanta-hawks,2024,922983
218,Keaton Wallace,"$578,577",atlanta-hawks,2024,578577
219,Daeqwon Plowden,"$347,451",atlanta-hawks,2024,347451
220,Seth Lundy,"$186,594",atlanta-hawks,2024,186594
221,Jacob Toppin,"$131,903",atlanta-hawks,2024,131903
222,Kevon Harris,"$119,972",atlanta-hawks,2024,119972
223,Gerald Wallace,"$10,105,855",boston-celtics,2014,10105855
224,Isaiah Thomas,"$7,238,606",boston-celtics,2014,7238606
225,Avery Bradley,"$7,191,011",boston-celtics,2014,7191011
226,Brandon Bass,"$6,950,000",boston-celtics,2014,6950000
227,Jonas Jerebko,"$4,500,000",boston-celtics,2014,4500000
228,Marcus Smart,"$3,283,320",boston-celtics,2014,3283320
229,Evan Turner,"$3,278,000",boston-celtics,2014,3278000
230,Will Bynum,"$2,915,908",boston-celtics,2014,2915908
231,Nate Robinson,"$2,106,720",boston-celtics,2014,2106720
232,Vitor Faverani,"$2,090,000",boston-celtics,2014,2090000
233,Kelly Olynyk,"$2,075,760",boston-celtics,2014,2075760
234,Gigi Datome,"$1,750,000",boston-celtics,2014,1750000
235,Tyler Zeller,"$1,703,760",boston-celtics,2014,1703760
236,James Young,"$1,674,480",boston-celtics,2014,1674480
237,Jared Sullinger,"$1,424,520",boston-celtics,2014,1424520
238,Shavlik Randolph,"$1,175,894",boston-celtics,2014,1175894
239,C. Douglas-Roberts,"$915,243",boston-celtics,2014,915243
240,Jae Crowder,"$915,243",boston-celtics,2014,915243
241,Phil Pressey,"$816,482",boston-celtics,2014,816482
242,Andre Dawkins,"$59,686",boston-celtics,2014,59686
243,Chris Babb,"$48,028",boston-celtics,2014,48028
244,David Lee,"$15,035,105",boston-celtics,2015,15035105
245,Amir Johnson,"$12,000,000",boston-celtics,2015,12000000
246,Avery Bradley,"$7,730,337",boston-celtics,2015,7730337
247,Isaiah Thomas,"$6,912,869",boston-celtics,2015,6912869
248,Jae Crowder,"$6,796,117",boston-celtics,2015,6796117
249,Jonas Jerebko,"$5,000,000",boston-celtics,2015,5000000
250,Marcus Smart,"$3,431,040",boston-celtics,2015,3431040
251,Evan Turner,"$3,425,510",boston-celtics,2015,3425510
252,Tyler Zeller,"$2,616,975",boston-celtics,2015,2616975
253,Jared Sullinger,"$2,269,260",boston-celtics,2015,2269260
254,Kelly Olynyk,"$2,165,160",boston-celtics,2015,2165160
255,Perry Jones,"$2,038,206",boston-celtics,2015,2038206
256,Terry Rozier,"$1,824,360",boston-celtics,2015,1824360
257,Zoran Dragic,"$1,756,500",boston-celtics,2015,1756500
258,James Young,"$1,749,840",boston-celtics,2015,1749840
259,Jordan Mickey,"$1,170,960",boston-celtics,2015,1170960
260,RJ Hunter,"$1,148,640",boston-celtics,2015,1148640
261,Coty Clarke,"$61,774",boston-celtics,2015,61774
262,John Holland,"$9,266",boston-celtics,2015,9266
263,Al Horford,"$26,540,100",boston-celtics,2016,26540100
264,Amir Johnson,"$12,000,000",boston-celtics,2016,12000000
265,Avery Bradley,"$8,269,663",boston-celtics,2016,8269663
266,Tyler Zeller,"$8,000,000",boston-celtics,2016,8000000
267,Isaiah Thomas,"$6,587,131",boston-celtics,2016,6587131
268,Jae Crowder,"$6,286,408",boston-celtics,2016,6286408
269,Jonas Jerebko,"$5,000,000",boston-celtics,2016,5000000
270,Jaylen Brown,"$4,743,000",boston-celtics,2016,4743000
271,Marcus Smart,"$3,578,880",boston-celtics,2016,3578880
272,Kelly Olynyk,"$3,094,013",boston-celtics,2016,3094013
273,Terry Rozier,"$1,906,440",boston-celtics,2016,1906440
274,James Young,"$1,825,200",boston-celtics,2016,1825200
275,D. Jackson,"$1,450,000",boston-celtics,2016,1450000
276,Gerald Green,"$1,410,598",boston-celtics,2016,1410598
277,Jordan Mickey,"$1,223,653",boston-celtics,2016,1223653
278,RJ Hunter,"$1,200,240",boston-celtics,2016,1200240
279,Ben Bentil,"$250,000",boston-celtics,2016,250000
280,Damion Lee,"$50,000",boston-celtics,2016,50000
281,Jalen Jones,"$25,000",boston-celtics,2016,25000
282,M. Georges-Hunt,"$25,000",boston-celtics,2016,25000
283,Gordon Hayward,"$29,727,900",boston-celtics,2017,29727900
284,Al Horford,"$27,734,405",boston-celtics,2017,27734405
285,Kyrie Irving,"$18,868,626",boston-celtics,2017,18868626
286,Jayson Tatum,"$5,645,400",boston-celtics,2017,5645400
287,Greg Monroe,"$5,000,000",boston-celtics,2017,5000000
288,M. Morris,"$5,000,000",boston-celtics,2017,5000000
289,Jaylen Brown,"$4,956,480",boston-celtics,2017,4956480
290,Marcus Smart,"$4,538,019",boston-celtics,2017,4538019
291,Aron Baynes,"$4,300,000",boston-celtics,2017,4300000
292,G. Yabusele,"$2,247,480",boston-celtics,2017,2247480
293,Terry Rozier,"$1,988,520",boston-celtics,2017,1988520
294,Shane Larkin,"$1,524,305",boston-celtics,2017,1524305
295,Semi Ojeleye,"$1,291,892",boston-celtics,2017,1291892
296,Abdel Nader,"$1,167,333",boston-celtics,2017,1167333
297,Daniel Theis,"$815,615",boston-celtics,2017,815615
298,D. Jackson,"$92,857",boston-celtics,2017,92857
299,Jarell Eddie,"$83,128",boston-celtics,2017,83128
300,Jabari Bird,"$77,250",boston-celtics,2017,77250
301,Kadeem Allen,"$77,250",boston-celtics,2017,77250
302,Jonathan Gibson,"$74,158",boston-celtics,2017,74158
303,Xavier Silas,"$74,158",boston-celtics,2017,74158
304,Gordon Hayward,"$31,214,295",boston-celtics,2018,31214295
305,Al Horford,"$28,928,710",boston-celtics,2018,28928710
306,Kyrie Irving,"$20,099,189",boston-celtics,2018,20099189
307,Marcus Smart,"$11,160,716",boston-celtics,2018,11160716
308,Jayson Tatum,"$6,700,800",boston-celtics,2018,6700800
309,M. Morris,"$5,375,000",boston-celtics,2018,5375000
310,Aron Baynes,"$5,193,600",boston-celtics,2018,5193600
311,Jaylen Brown,"$5,169,960",boston-celtics,2018,5169960
312,Terry Rozier,"$3,050,389",boston-celtics,2018,3050389
313,G. Yabusele,"$2,667,600",boston-celtics,2018,2667600
314,Robert Williams,"$1,656,600",boston-celtics,2018,1656600
315,Daniel Theis,"$1,378,242",boston-celtics,2018,1378242
316,Semi Ojeleye,"$1,378,242",boston-celtics,2018,1378242
317,Brad Wanamaker,"$838,464",boston-celtics,2018,838464
318,Greg Monroe,"$122,343",boston-celtics,2018,122343
319,D. Jackson,"$92,857",boston-celtics,2018,92857
320,R.J. Hunter,"$77,250",boston-celtics,2018,77250
321,PJ Dozier,"$77,250",boston-celtics,2018,77250
322,Walter Lemon Jr,"$77,250",boston-celtics,2018,77250
323,Jonathan Gibson,"$76,236",boston-celtics,2018,76236
324,Kemba Walker,"$32,742,000",boston-celtics,2019,32742000
325,Gordon Hayward,"$32,700,690",boston-celtics,2019,32700690
326,Marcus Smart,"$12,553,571",boston-celtics,2019,12553571
327,Jayson Tatum,"$7,830,000",boston-celtics,2019,7830000
328,Jaylen Brown,"$6,534,829",boston-celtics,2019,6534829
329,Daniel Theis,"$5,000,000",boston-celtics,2019,5000000
330,Enes Kanter,"$4,767,000",boston-celtics,2019,4767000
331,Romeo Langford,"$3,458,400",boston-celtics,2019,3458400
332,Vincent Poirier,"$2,505,793",boston-celtics,2019,2505793
333,Grant Williams,"$2,379,840",boston-celtics,2019,2379840
334,Robert Williams,"$1,937,520",boston-celtics,2019,1937520
335,Semi Ojeleye,"$1,618,520",boston-celtics,2019,1618520
336,Brad Wanamaker,"$1,445,697",boston-celtics,2019,1445697
337,Carsen Edwards,"$1,228,026",boston-celtics,2019,1228026
338,Javonte Green,"$898,310",boston-celtics,2019,898310
339,Tremont Waters,"$79,568",boston-celtics,2019,79568
340,Tacko Fall,"$79,568",boston-celtics,2019,79568
341,Kemba Walker,"$34,379,100",boston-celtics,2020,34379100
342,Jaylen Brown,"$25,035,118",boston-celtics,2020,25035118
343,Evan Fournier,"$17,150,000",boston-celtics,2020,17150000
344,Marcus Smart,"$12,946,428",boston-celtics,2020,12946428
345,Jayson Tatum,"$9,897,120",boston-celtics,2020,9897120
346,Tristan Thompson,"$9,258,000",boston-celtics,2020,9258000
347,Romeo Langford,"$3,631,200",boston-celtics,2020,3631200
348,Aaron Nesmith,"$3,458,400",boston-celtics,2020,3458400
349,Grant Williams,"$2,498,760",boston-celtics,2020,2498760
350,Luke Kornet,"$2,250,000",boston-celtics,2020,2250000
351,Moritz Wagner,"$2,161,920",boston-celtics,2020,2161920
352,Payton Pritchard,"$2,035,800",boston-celtics,2020,2035800
353,Robert Williams,"$2,029,920",boston-celtics,2020,2029920
354,Semi Ojeleye,"$1,752,950",boston-celtics,2020,1752950
355,Carsen Edwards,"$1,517,981",boston-celtics,2020,1517981
356,G. Yabusele,"$1,039,080",boston-celtics,2020,1039080
357,Tremont Waters,"$712,278",boston-celtics,2020,712278
358,Tacko Fall,"$653,924",boston-celtics,2020,653924
359,Jabari Parker,"$430,729",boston-celtics,2020,430729
360,D. Jackson,"$92,857",boston-celtics,2020,92857
361,Jayson Tatum,"$28,103,500",boston-celtics,2021,28103500
362,Al Horford,"$27,000,000",boston-celtics,2021,27000000
363,Jaylen Brown,"$26,758,928",boston-celtics,2021,26758928
364,Derrick White,"$15,678,571",boston-celtics,2021,15678571
365,Marcus Smart,"$13,839,285",boston-celtics,2021,13839285
366,Daniel Theis,"$8,280,351",boston-celtics,2021,8280351
367,Robert Williams,"$3,661,976",boston-celtics,2021,3661976
368,Aaron Nesmith,"$3,631,200",boston-celtics,2021,3631200
369,Grant Williams,"$2,617,800",boston-celtics,2021,2617800
370,Payton Pritchard,"$2,137,440",boston-celtics,2021,2137440
371,Jabari Parker,"$1,168,286",boston-celtics,2021,1168286
372,Sam Hauser,"$619,498",boston-celtics,2021,619498
373,Luke Kornet,"$606,702",boston-celtics,2021,606702
374,Brodric Thomas,"$462,629",boston-celtics,2021,462629
375,Nik Stauskas,"$423,536",boston-celtics,2021,423536
376,Malik Fitts,"$402,218",boston-celtics,2021,402218
377,Kelan Martin,"$191,860",boston-celtics,2021,191860
378,Al-Farouq Aminu,"$151,821",boston-celtics,2021,151821
379,Joe Johnson,"$151,821",boston-celtics,2021,151821
380,C.J. Miles,"$151,821",boston-celtics,2021,151821
381,Juwan Morgan,"$115,116",boston-celtics,2021,115116
382,Matt Ryan,"$111,669",boston-celtics,2021,111669
383,Justin Jackson,"$102,831",boston-celtics,2021,102831
384,Norvel Pelle,"$95,930",boston-celtics,2021,95930
385,D. Jackson,"$92,857",boston-celtics,2021,92857
386,Jayson Tatum,"$30,351,780",boston-celtics,2022,30351780
387,Jaylen Brown,"$29,776,785",boston-celtics,2022,29776785
388,Al Horford,"$26,500,000",boston-celtics,2022,26500000
389,Malcolm Brogdon,"$22,600,000",boston-celtics,2022,22600000
390,Marcus Smart,"$17,207,142",boston-celtics,2022,17207142
391,Derrick White,"$17,142,857",boston-celtics,2022,17142857
392,Robert Williams,"$10,714,287",boston-celtics,2022,10714287
393,Danilo Gallinari,"$6,479,000",boston-celtics,2022,6479000
394,Grant Williams,"$4,306,281",boston-celtics,2022,4306281
395,Mike Muscala,"$3,500,000",boston-celtics,2022,3500000
396,Blake Griffin,"$2,905,851",boston-celtics,2022,2905851
397,Payton Pritchard,"$2,239,200",boston-celtics,2022,2239200
398,Luke Kornet,"$2,133,278",boston-celtics,2022,2133278
399,Sam Hauser,"$1,637,966",boston-celtics,2022,1637966
400,M. Kabengele,"$508,891",boston-celtics,2022,508891
401,JD Davison,"$508,891",boston-celtics,2022,508891
402,D. Jackson,"$92,857",boston-celtics,2022,92857
403,J. Champagnie,"$28,241",boston-celtics,2022,28241
404,Jrue Holiday,"$37,620,347",boston-celtics,2023,37620347
405,K. Porzingis,"$36,016,200",boston-celtics,2023,36016200
406,Jayson Tatum,"$32,600,060",boston-celtics,2023,32600060
407,Jaylen Brown,"$31,830,357",boston-celtics,2023,31830357
408,Derrick White,"$18,857,143",boston-celtics,2023,18857143
409,Al Horford,"$10,000,000",boston-celtics,2023,10000000
410,Payton Pritchard,"$4,037,277",boston-celtics,2023,4037277
411,Luke Kornet,"$2,413,304",boston-celtics,2023,2413304
412,Svi Mykhailiuk,"$2,346,614",boston-celtics,2023,2346614
413,Jaden Springer,"$2,226,240",boston-celtics,2023,2226240
414,Oshae Brissett,"$2,165,000",boston-celtics,2023,2165000
415,Xavier Tillman,"$1,930,681",boston-celtics,2023,1930681
416,Sam Hauser,"$1,927,896",boston-celtics,2023,1927896
417,Jordan Walsh,"$1,119,563",boston-celtics,2023,1119563
418,Neemias Queta,"$641,035",boston-celtics,2023,641035
419,JD Davison,"$559,782",boston-celtics,2023,559782
420,Drew Peterson,"$395,708",boston-celtics,2023,395708
421,Nathan Knight,"$160,857",boston-celtics,2023,160857
422,D. Jackson,"$92,857",boston-celtics,2023,92857
423,Jaylen Brown,"$49,205,800",boston-celtics,2024,49205800
424,Jayson Tatum,"$34,848,340",boston-celtics,2024,34848340
425,Jrue Holiday,"$30,000,000",boston-celtics,2024,30000000
426,K. Porzingis,"$29,268,293",boston-celtics,2024,29268293
427,Derrick White,"$19,821,429",boston-celtics,2024,19821429
