,name,salary,team,year,salary_Num
1521,D. Jones,"$2,709,849",dallas-mavericks,2023,2709849
1522,JaVale McGee,"$2,348,324",dallas-mavericks,2023,2348324
1523,Jaden Hardy,"$1,719,864",dallas-mavericks,2023,1719864
1524,AJ Lawson,"$1,000,000",dallas-mavericks,2023,1000000
1525,Greg Brown,"$559,782",dallas-mavericks,2023,559782
1526,Brandon Williams,"$350,668",dallas-mavericks,2023,350668
1527,Dexter Dennis,"$212,331",dallas-mavericks,2023,212331
1528,Alex Fudge,"$135,120",dallas-mavericks,2023,135120
1529,Anthony Davis,"$43,219,440",dallas-mavericks,2024,43219440
1530,Kyrie Irving,"$40,000,000",dallas-mavericks,2024,40000000
1531,Klay Thompson,"$15,873,016",dallas-mavericks,2024,15873016
1532,PJ Washington,"$15,500,000",dallas-mavericks,2024,15500000
1533,Daniel Gafford,"$13,394,160",dallas-mavericks,2024,13394160
1534,Caleb Martin,"$9,186,594",dallas-mavericks,2024,9186594
1535,Naji Marshall,"$8,571,429",dallas-mavericks,2024,8571429
1536,Max Christie,"$7,142,857",dallas-mavericks,2024,7142857
1537,Dereck Lively,"$5,014,409",dallas-mavericks,2024,5014409
1538,Dwight Powell,"$4,000,000",dallas-mavericks,2024,4000000
1539,S. Dinwiddie,"$3,303,771",dallas-mavericks,2024,3303771
1540,O. Prosper,"$2,870,406",dallas-mavericks,2024,2870406
1541,JaVale McGee,"$2,208,856",dallas-mavericks,2024,2208856
1542,Jaden Hardy,"$2,019,699",dallas-mavericks,2024,2019699
1543,Brandon Williams,"$598,120",dallas-mavericks,2024,598120
1544,Kessler Edwards,"$578,577",dallas-mavericks,2024,578577
1545,Jazian Gortman,"$578,577",dallas-mavericks,2024,578577
1546,Moses Brown,"$139,391",dallas-mavericks,2024,139391
1547,Kai Jones,"$135,120",dallas-mavericks,2024,135120
1548,AJ Lawson,"$77,500",dallas-mavericks,2024,77500
1549,Ty Lawson,"$11,595,506",denver-nuggets,2014,11595506
1550,Danilo Gallinari,"$10,854,850",denver-nuggets,2014,10854850
1551,Wilson Chandler,"$6,754,913",denver-nuggets,2014,6754913
1552,J.J. Hickson,"$5,381,750",denver-nuggets,2014,5381750
1553,Darrell Arthur,"$3,457,149",denver-nuggets,2014,3457149
1554,Randy Foye,"$3,000,000",denver-nuggets,2014,3000000
1555,Jameer Nelson,"$2,750,000",denver-nuggets,2014,2750000
1556,Thomas Robinson,"$2,596,490",denver-nuggets,2014,2596490
1557,Kenneth Faried,"$2,373,537",denver-nuggets,2014,2373537
1558,J. Lauvergne,"$1,790,281",denver-nuggets,2014,1790281
1559,Jusuf Nurkic,"$1,762,680",denver-nuggets,2014,1762680
1560,Gary Harris,"$1,519,200",denver-nuggets,2014,1519200
1561,Victor Claver,"$1,370,000",denver-nuggets,2014,1370000
1562,Will Barton,"$915,243",denver-nuggets,2014,915243
1563,Erick Green,"$507,336",denver-nuggets,2014,507336
1564,Ian Clark,"$91,253",denver-nuggets,2014,91253
1565,Shavlik Randolph,"$52,091",denver-nuggets,2014,52091
1566,Jamaal Franklin,"$48,028",denver-nuggets,2014,48028
1567,Danilo Gallinari,"$14,000,000",denver-nuggets,2015,14000000
1568,Kenneth Faried,"$11,235,955",denver-nuggets,2015,11235955
1569,Wilson Chandler,"$10,449,438",denver-nuggets,2015,10449438
1570,J.J. Hickson,"$5,217,076",denver-nuggets,2015,5217076
1571,Jameer Nelson,"$4,345,000",denver-nuggets,2015,4345000
1572,Will Barton,"$3,533,333",denver-nuggets,2015,3533333
1573,Steve Novak,"$3,333,114",denver-nuggets,2015,3333114
1574,Emmanuel Mudiay,"$3,102,240",denver-nuggets,2015,3102240
1575,D.J. Augustin,"$3,000,000",denver-nuggets,2015,3000000
1576,Darrell Arthur,"$2,814,000",denver-nuggets,2015,2814000
1577,Jusuf Nurkic,"$1,842,000",denver-nuggets,2015,1842000
1578,J. Lauvergne,"$1,709,719",denver-nuggets,2015,1709719
1579,Gary Harris,"$1,587,480",denver-nuggets,2015,1587480
1580,Mike Miller,"$1,499,187",denver-nuggets,2015,1499187
1581,Nikola Jokic,"$1,300,000",denver-nuggets,2015,1300000
1582,Joey Dorsey,"$1,015,421",denver-nuggets,2015,1015421
1583,Nick Johnson,"$845,059",denver-nuggets,2015,845059
1584,K. Papanikolaou,"$800,320",denver-nuggets,2015,800320
1585,Pablo Prigioni,"$440,000",denver-nuggets,2015,440000
1586,Jakarr Sampson,"$258,488",denver-nuggets,2015,258488
1587,Erick Green,"$100,000",denver-nuggets,2015,100000
1588,Sean Kilpatrick,"$99,418",denver-nuggets,2015,99418
1589,Axel Toupane,"$61,775",denver-nuggets,2015,61775
1590,Danilo Gallinari,"$15,050,000",denver-nuggets,2016,15050000
1591,Kenneth Faried,"$12,078,652",denver-nuggets,2016,12078652
1592,Wilson Chandler,"$11,233,146",denver-nuggets,2016,11233146
1593,Darrell Arthur,"$8,070,175",denver-nuggets,2016,8070175
1594,Roy Hibbert,"$5,000,000",denver-nuggets,2016,5000000
1595,Jameer Nelson,"$4,540,525",denver-nuggets,2016,4540525
1596,Will Barton,"$3,533,333",denver-nuggets,2016,3533333
1597,Mike Miller,"$3,500,000",denver-nuggets,2016,3500000
1598,Emmanuel Mudiay,"$3,241,800",denver-nuggets,2016,3241800
1599,Jamal Murray,"$3,210,840",denver-nuggets,2016,3210840
1600,Mason Plumlee,"$2,328,530",denver-nuggets,2016,2328530
1601,Maurice Williams,"$2,194,500",denver-nuggets,2016,2194500
1602,J. Hernangomez,"$1,987,440",denver-nuggets,2016,1987440
1603,Gary Harris,"$1,655,880",denver-nuggets,2016,1655880
1604,Malik Beasley,"$1,627,320",denver-nuggets,2016,1627320
1605,Nikola Jokic,"$1,358,500",denver-nuggets,2016,1358500
1606,Nick Johnson,"$980,431",denver-nuggets,2016,980431
1607,Axel Toupane,"$874,636",denver-nuggets,2016,874636
1608,Alonzo Gee,"$427,704",denver-nuggets,2016,427704
1609,Alonzo Gee,"$427,704",denver-nuggets,2016,427704
1610,Robbie Hummel,"$150,000",denver-nuggets,2016,150000
1611,Jarnell Stokes,"$150,000",denver-nuggets,2016,150000
1612,J. O'Bryant,"$115,344",denver-nuggets,2016,115344
1613,Nate Wolters,"$50,000",denver-nuggets,2016,50000
1614,DJ Kennedy,"$50,000",denver-nuggets,2016,50000
1615,Paul Millsap,"$30,769,231",denver-nuggets,2017,30769231
1616,Mason Plumlee,"$14,041,096",denver-nuggets,2017,14041096
1617,Kenneth Faried,"$12,921,348",denver-nuggets,2017,12921348
1618,Wilson Chandler,"$12,016,854",denver-nuggets,2017,12016854
1619,Darrell Arthur,"$7,464,912",denver-nuggets,2017,7464912
1620,Jameer Nelson,"$4,736,050",denver-nuggets,2017,4736050
1621,Devin Harris,"$4,402,546",denver-nuggets,2017,4402546
1622,Will Barton,"$3,533,333",denver-nuggets,2017,3533333
1623,Jamal Murray,"$3,355,320",denver-nuggets,2017,3355320
1624,Gary Harris,"$2,550,055",denver-nuggets,2017,2550055
1625,Trey Lyles,"$2,441,400",denver-nuggets,2017,2441400
1626,R. Jefferson,"$2,328,652",denver-nuggets,2017,2328652
1627,J. Hernangomez,"$2,076,840",denver-nuggets,2017,2076840
1628,Malik Beasley,"$1,700,640",denver-nuggets,2017,1700640
1629,Tyler Lydon,"$1,579,440",denver-nuggets,2017,1579440
1630,Nikola Jokic,"$1,471,382",denver-nuggets,2017,1471382
1631,Monte Morris,"$77,250",denver-nuggets,2017,77250
1632,Torrey Craig,"$77,250",denver-nuggets,2017,77250
1633,Paul Millsap,"$29,230,769",denver-nuggets,2018,29230769
1634,Nikola Jokic,"$25,467,250",denver-nuggets,2018,25467250
1635,Gary Harris,"$16,517,857",denver-nuggets,2018,16517857
1636,Mason Plumlee,"$12,917,808",denver-nuggets,2018,12917808
1637,Will Barton,"$11,830,358",denver-nuggets,2018,11830358
1638,Jamal Murray,"$3,499,800",denver-nuggets,2018,3499800
1639,Trey Lyles,"$3,364,249",denver-nuggets,2018,3364249
1640,M. Porter,"$2,894,160",denver-nuggets,2018,2894160
1641,J. Hernangomez,"$2,166,360",denver-nuggets,2018,2166360
1642,Isaiah Thomas,"$2,029,463",denver-nuggets,2018,2029463
1643,Torrey Craig,"$2,000,000",denver-nuggets,2018,2000000
1644,Tyler Lydon,"$1,874,640",denver-nuggets,2018,1874640
1645,Malik Beasley,"$1,773,840",denver-nuggets,2018,1773840
1646,Monte Morris,"$1,349,383",denver-nuggets,2018,1349383
1647,J. Vanderbilt,"$838,464",denver-nuggets,2018,838464
1648,Nick Young,"$284,020",denver-nuggets,2018,284020
1649,Archie Goodwin,"$77,250",denver-nuggets,2018,77250
1650,D. Akoon-Purcell,"$77,250",denver-nuggets,2018,77250
1651,Thomas Welsh,"$77,250",denver-nuggets,2018,77250
1652,Brandon Goodwin,"$56,845",denver-nuggets,2018,56845
1653,Paul Millsap,"$30,350,000",denver-nuggets,2019,30350000
1654,Nikola Jokic,"$27,504,630",denver-nuggets,2019,27504630
1655,Gary Harris,"$18,189,286",denver-nuggets,2019,18189286
1656,Mason Plumlee,"$14,041,096",denver-nuggets,2019,14041096
1657,Will Barton,"$12,776,786",denver-nuggets,2019,12776786
1658,Jerami Grant,"$9,346,153",denver-nuggets,2019,9346153
1659,Jamal Murray,"$4,444,746",denver-nuggets,2019,4444746
1660,M. Porter,"$3,389,400",denver-nuggets,2019,3389400
1661,Noah Vonleh,"$2,000,000",denver-nuggets,2019,2000000
1662,Torrey Craig,"$2,000,000",denver-nuggets,2019,2000000
1663,Monte Morris,"$1,588,231",denver-nuggets,2019,1588231
1664,Keita Bates-Diop,"$1,416,852",denver-nuggets,2019,1416852
1665,Vlatko Cancar,"$898,310",denver-nuggets,2019,898310
1666,Troy Daniels,"$458,439",denver-nuggets,2019,458439
1667,PJ Dozier,"$183,115",denver-nuggets,2019,183115
1668,Tyler Cook,"$79,568",denver-nuggets,2019,79568
1669,Bol Bol,"$79,568",denver-nuggets,2019,79568
1670,Nikola Jokic,"$29,542,010",denver-nuggets,2020,29542010
1671,Jamal Murray,"$27,285,000",denver-nuggets,2020,27285000
1672,Aaron Gordon,"$18,136,364",denver-nuggets,2020,18136364
1673,Will Barton,"$13,723,214",denver-nuggets,2020,13723214
1674,Paul Millsap,"$10,100,000",denver-nuggets,2020,10100000
1675,JaMychal Green,"$7,199,760",denver-nuggets,2020,7199760
1676,JaVale McGee,"$4,200,000",denver-nuggets,2020,4200000
1677,M. Porter,"$3,550,800",denver-nuggets,2020,3550800
1678,Facundo Campazzo,"$3,200,000",denver-nuggets,2020,3200000
1679,Zeke Nnaji,"$2,379,840",denver-nuggets,2020,2379840
1680,Bol Bol,"$2,058,240",denver-nuggets,2020,2058240
1681,Gary Clark,"$2,000,000",denver-nuggets,2020,2000000
1682,PJ Dozier,"$1,762,796",denver-nuggets,2020,1762796
1683,Monte Morris,"$1,723,707",denver-nuggets,2020,1723707
1684,Vlatko Cancar,"$1,517,981",denver-nuggets,2020,1517981
1685,Markus Howard,"$535,294",denver-nuggets,2020,535294
1686,Austin Rivers,"$429,049",denver-nuggets,2020,429049
1687,Greg Whittington,"$332,252",denver-nuggets,2020,332252
1688,S. Harrison,"$116,903",denver-nuggets,2020,116903
1689,Nikola Jokic,"$31,044,906",denver-nuggets,2021,31044906
1690,Jamal Murray,"$29,467,800",denver-nuggets,2021,29467800
1691,Aaron Gordon,"$16,409,091",denver-nuggets,2021,16409091
1692,Will Barton,"$15,625,000",denver-nuggets,2021,15625000
1693,Monte Morris,"$8,449,074",denver-nuggets,2021,8449074
1694,JaMychal Green,"$8,200,000",denver-nuggets,2021,8200000
1695,M. Porter,"$5,258,735",denver-nuggets,2021,5258735
1696,Bryn Forbes,"$4,500,000",denver-nuggets,2021,4500000
1697,Jeff Green,"$4,500,000",denver-nuggets,2021,4500000
1698,Facundo Campazzo,"$3,100,000",denver-nuggets,2021,3100000
1699,Zeke Nnaji,"$2,498,760",denver-nuggets,2021,2498760
1700,Austin Rivers,"$2,401,537",denver-nuggets,2021,2401537
1701,Bones Hyland,"$2,096,880",denver-nuggets,2021,2096880
1702,Vlatko Cancar,"$1,782,621",denver-nuggets,2021,1782621
1703,DeMarcus Cousins,"$1,138,659",denver-nuggets,2021,1138659
1704,Davon Reed,"$532,398",denver-nuggets,2021,532398
1705,Markus Howard,"$462,629",denver-nuggets,2021,462629
1706,Petr Cornelie,"$218,021",denver-nuggets,2021,218021
1707,James Ennis III,"$128,709",denver-nuggets,2021,128709
1708,Rayjon Tucker,"$95,930",denver-nuggets,2021,95930
1709,Carlik Jones,"$53,176",denver-nuggets,2021,53176
1710,Nikola Jokic,"$33,047,803",denver-nuggets,2022,33047803
1711,Jamal Murray,"$31,650,600",denver-nuggets,2022,31650600
1712,M. Porter,"$30,913,750",denver-nuggets,2022,30913750
1713,Aaron Gordon,"$20,690,909",denver-nuggets,2022,20690909
1714,K. Caldwell-Pope,"$14,004,703",denver-nuggets,2022,14004703
1715,Bruce Brown,"$6,479,000",denver-nuggets,2022,6479000
1716,Ishmael Smith,"$4,725,000",denver-nuggets,2022,4725000
1717,Jeff Green,"$4,500,000",denver-nuggets,2022,4500000
1718,DeAndre Jordan,"$2,905,851",denver-nuggets,2022,2905851
1719,Christian Braun,"$2,808,600",denver-nuggets,2022,2808600
1720,Zeke Nnaji,"$2,617,800",denver-nuggets,2022,2617800
1721,Vlatko Cancar,"$2,234,359",denver-nuggets,2022,2234359
1722,Peyton Watson,"$2,193,960",denver-nuggets,2022,2193960
1723,Thomas Bryant,"$1,968,175",denver-nuggets,2022,1968175
1724,Reggie Jackson,"$580,373",denver-nuggets,2022,580373
1725,Jack White,"$508,891",denver-nuggets,2022,508891
1726,Collin Gillespie,"$508,891",denver-nuggets,2022,508891
1727,Nikola Jokic,"$47,607,350",denver-nuggets,2023,47607350
1728,Jamal Murray,"$33,833,400",denver-nuggets,2023,33833400
1729,M. Porter,"$33,386,850",denver-nuggets,2023,33386850
1730,Aaron Gordon,"$21,266,182",denver-nuggets,2023,21266182
1731,K. Caldwell-Pope,"$14,704,938",denver-nuggets,2023,14704938
1732,Reggie Jackson,"$5,000,000",denver-nuggets,2023,5000000
1733,Zeke Nnaji,"$4,306,281",denver-nuggets,2023,4306281
1734,DeAndre Jordan,"$3,196,448",denver-nuggets,2023,3196448
1735,Justin Holiday,"$3,196,448",denver-nuggets,2023,3196448
1736,Christian Braun,"$2,949,120",denver-nuggets,2023,2949120
1737,Julian Strawther,"$2,431,044",denver-nuggets,2023,2431044
1738,Peyton Watson,"$2,303,520",denver-nuggets,2023,2303520
1739,Vlatko Cancar,"$2,234,359",denver-nuggets,2023,2234359
1740,Jalen Pickett,"$1,708,143",denver-nuggets,2023,1708143
1741,Hunter Tyson,"$1,119,563",denver-nuggets,2023,1119563
1742,Jay Huff,"$559,782",denver-nuggets,2023,559782
1743,Braxton Key,"$559,782",denver-nuggets,2023,559782
1744,Collin Gillespie,"$559,782",denver-nuggets,2023,559782
1745,Nikola Jokic,"$51,415,938",denver-nuggets,2024,51415938
1746,Jamal Murray,"$36,016,200",denver-nuggets,2024,36016200
1747,M. Porter,"$35,859,950",denver-nuggets,2024,35859950
1748,Aaron Gordon,"$22,841,455",denver-nuggets,2024,22841455
1749,Zeke Nnaji,"$8,888,889",denver-nuggets,2024,8888889
1750,Dario Saric,"$5,168,000",denver-nuggets,2024,5168000
1751,R. Westbrook,"$3,303,771",denver-nuggets,2024,3303771
1752,DeAndre Jordan,"$3,303,771",denver-nuggets,2024,3303771
1753,Christian Braun,"$3,089,640",denver-nuggets,2024,3089640
1754,DaRon Holmes,"$3,065,640",denver-nuggets,2024,3065640
1755,Julian Strawther,"$2,552,596",denver-nuggets,2024,2552596
1756,Vlatko Cancar,"$2,425,403",denver-nuggets,2024,2425403
1757,Peyton Watson,"$2,413,560",denver-nuggets,2024,2413560
1758,Jalen Pickett,"$1,891,857",denver-nuggets,2024,1891857
1759,Hunter Tyson,"$1,891,857",denver-nuggets,2024,1891857
1760,Spencer Jones,"$578,577",denver-nuggets,2024,578577
1761,PJ Hall,"$578,577",denver-nuggets,2024,578577
1762,Trey Alexander,"$578,577",denver-nuggets,2024,578577
1763,Josh Smith,"$14,000,000",detroit-pistons,2014,14000000
1764,Brandon Jennings,"$8,000,000",detroit-pistons,2014,8000000
1765,Ersan Ilyasova,"$7,900,000",detroit-pistons,2014,7900000
1766,Tayshaun Prince,"$7,707,865",detroit-pistons,2014,7707865
1767,Jodie Meeks,"$6,000,000",detroit-pistons,2014,6000000
1768,Greg Monroe,"$5,479,933",detroit-pistons,2014,5479933
1769,Joel Anthony,"$3,800,000",detroit-pistons,2014,3800000
1770,Anthony Tolliver,"$3,000,000",detroit-pistons,2014,3000000
1771,K. Caldwell-Pope,"$2,772,480",detroit-pistons,2014,2772480
1772,Andre Drummond,"$2,568,360",detroit-pistons,2014,2568360
1773,Reggie Jackson,"$2,325,680",detroit-pistons,2014,2325680
1774,Aaron Gray,"$1,227,985",detroit-pistons,2014,1227985
1775,Cartier Martin,"$1,145,685",detroit-pistons,2014,1145685
1776,S. Dinwiddie,"$700,000",detroit-pistons,2014,700000
1777,John Lucas III,"$491,968",detroit-pistons,2014,491968
1778,Quincy Miller,"$290,719",detroit-pistons,2014,290719
1779,Tobias Harris,"$16,000,000",detroit-pistons,2015,16000000
1780,Reggie Jackson,"$13,913,044",detroit-pistons,2015,13913044
1781,Aron Baynes,"$6,500,000",detroit-pistons,2015,6500000
1782,Jodie Meeks,"$6,270,000",detroit-pistons,2015,6270000
1783,Josh Smith,"$5,331,729",detroit-pistons,2015,5331729
1784,M. Morris,"$5,000,000",detroit-pistons,2015,5000000
1785,Andre Drummond,"$3,272,090",detroit-pistons,2015,3272090
1786,Anthony Tolliver,"$3,000,000",detroit-pistons,2015,3000000
1787,K. Caldwell-Pope,"$2,891,760",detroit-pistons,2015,2891760
1788,Stanley Johnson,"$2,841,960",detroit-pistons,2015,2841960
1789,Joel Anthony,"$2,500,000",detroit-pistons,2015,2500000
1790,Danny Granger,"$2,100,000",detroit-pistons,2015,2100000
1791,Steve Blake,"$2,100,000",detroit-pistons,2015,2100000
1792,Aaron Gray,"$1,356,146",detroit-pistons,2015,1356146
1793,Cartier Martin,"$1,270,964",detroit-pistons,2015,1270964
1794,R. Bullock,"$1,252,400",detroit-pistons,2015,1252400
1795,S. Dinwiddie,"$845,059",detroit-pistons,2015,845059
1796,Darrun Hilliard,"$600,000",detroit-pistons,2015,600000
1797,Lorenzo Brown,"$111,444",detroit-pistons,2015,111444
1798,Justin Harper,"$99,418",detroit-pistons,2015,99418
1799,Andre Drummond,"$22,116,750",detroit-pistons,2016,22116750
1800,Tobias Harris,"$17,200,000",detroit-pistons,2016,17200000
1801,Reggie Jackson,"$14,956,522",detroit-pistons,2016,14956522
1802,Jon Leuer,"$10,991,957",detroit-pistons,2016,10991957
1803,Aron Baynes,"$6,500,000",detroit-pistons,2016,6500000
1804,Ishmael Smith,"$6,000,000",detroit-pistons,2016,6000000
1805,Boban Marjanovic,"$5,628,000",detroit-pistons,2016,5628000
1806,Josh Smith,"$5,331,729",detroit-pistons,2016,5331729
1807,M. Morris,"$4,625,000",detroit-pistons,2016,4625000
1808,K. Caldwell-Pope,"$3,678,319",detroit-pistons,2016,3678319
1809,Stanley Johnson,"$2,969,880",detroit-pistons,2016,2969880
1810,R. Bullock,"$2,255,644",detroit-pistons,2016,2255644
1811,Henry Ellenson,"$1,704,120",detroit-pistons,2016,1704120
1812,Beno Udrih,"$980,431",detroit-pistons,2016,980431
1813,Darrun Hilliard,"$874,636",detroit-pistons,2016,874636
1814,Michael Gbinije,"$650,000",detroit-pistons,2016,650000
1815,Nikola Jovanovic,"$30,000",detroit-pistons,2016,30000
1816,Blake Griffin,"$29,512,900",detroit-pistons,2017,29512900
1817,Andre Drummond,"$23,775,506",detroit-pistons,2017,23775506
1818,Reggie Jackson,"$16,000,000",detroit-pistons,2017,16000000
1819,Jon Leuer,"$10,497,319",detroit-pistons,2017,10497319
1820,L. Galloway,"$6,666,667",detroit-pistons,2017,6666667
1821,Ishmael Smith,"$6,000,000",detroit-pistons,2017,6000000
1822,Josh Smith,"$5,331,729",detroit-pistons,2017,5331729
1823,Anthony Tolliver,"$3,290,000",detroit-pistons,2017,3290000
1824,Stanley Johnson,"$3,097,800",detroit-pistons,2017,3097800
1825,James Ennis III,"$3,028,410",detroit-pistons,2017,3028410
1826,Luke Kennard,"$2,759,280",detroit-pistons,2017,2759280
1827,R. Bullock,"$2,500,000",detroit-pistons,2017,2500000
1828,Jameer Nelson,"$2,262,870",detroit-pistons,2017,2262870
1829,Henry Ellenson,"$1,780,800",detroit-pistons,2017,1780800
1830,Eric Moreland,"$1,740,000",detroit-pistons,2017,1740000
1831,Dwight Buycks,"$748,160",detroit-pistons,2017,748160
1832,Michael Gbinije,"$500,000",detroit-pistons,2017,500000
1833,Kay Felder,"$77,250",detroit-pistons,2017,77250
1834,Reggie Hearn,"$77,250",detroit-pistons,2017,77250
1835,Luis Montero,"$77,250",detroit-pistons,2017,77250
1836,Landry Nnoko,"$50,000",detroit-pistons,2017,50000
1837,Blake Griffin,"$31,873,932",detroit-pistons,2018,31873932
1838,Andre Drummond,"$25,434,262",detroit-pistons,2018,25434262
1839,Reggie Jackson,"$17,043,478",detroit-pistons,2018,17043478
1840,Jon Leuer,"$10,002,681",detroit-pistons,2018,10002681
1841,L. Galloway,"$7,000,000",detroit-pistons,2018,7000000
1842,Ishmael Smith,"$6,000,000",detroit-pistons,2018,6000000
1843,Josh Smith,"$5,331,729",detroit-pistons,2018,5331729
1844,G. Robinson,"$4,075,000",detroit-pistons,2018,4075000
1845,Luke Kennard,"$3,275,280",detroit-pistons,2018,3275280
1846,Thon Maker,"$2,799,720",detroit-pistons,2018,2799720
1847,Zaza Pachulia,"$2,393,887",detroit-pistons,2018,2393887
1848,Jose Calderon,"$2,393,887",detroit-pistons,2018,2393887
1849,Wayne Ellington,"$2,383,076",detroit-pistons,2018,2383076
1850,Henry Ellenson,"$1,857,480",detroit-pistons,2018,1857480
1851,Svi Mykhailiuk,"$1,487,694",detroit-pistons,2018,1487694
1852,Khyri Thomas,"$838,464",detroit-pistons,2018,838464
1853,Bruce Brown,"$838,464",detroit-pistons,2018,838464
1854,Isaiah Whitehead,"$726,390",detroit-pistons,2018,726390
1855,Kalin Lucas,"$648,008",detroit-pistons,2018,648008
1856,Zach Lofton,"$77,250",detroit-pistons,2018,77250
1857,Keenan Evans,"$77,250",detroit-pistons,2018,77250
1858,Blake Griffin,"$34,449,964",detroit-pistons,2019,34449964
1859,Brandon Knight,"$15,643,750",detroit-pistons,2019,15643750
1860,Tony Snell,"$11,392,857",detroit-pistons,2019,11392857
1861,John Henson,"$9,732,396",detroit-pistons,2019,9732396
1862,L. Galloway,"$7,333,333",detroit-pistons,2019,7333333
1863,Derrick Rose,"$7,317,074",detroit-pistons,2019,7317074
1864,Luke Kennard,"$3,827,160",detroit-pistons,2019,3827160
1865,Thon Maker,"$3,569,643",detroit-pistons,2019,3569643
1866,Sekou Doumbouya,"$3,285,120",detroit-pistons,2019,3285120
1867,Christian Wood,"$1,645,357",detroit-pistons,2019,1645357
1868,Svi Mykhailiuk,"$1,416,852",detroit-pistons,2019,1416852
1869,Khyri Thomas,"$1,416,852",detroit-pistons,2019,1416852
1870,Bruce Brown,"$1,416,852",detroit-pistons,2019,1416852
1871,Jordan McRae,"$1,254,933",detroit-pistons,2019,1254933
1872,Justin Patton,"$483,115",detroit-pistons,2019,483115
1873,Donta Hall,"$101,504",detroit-pistons,2019,101504
1874,D. Walton,"$81,678",detroit-pistons,2019,81678
1875,Jordan Bone,"$79,568",detroit-pistons,2019,79568
1876,Louis King,"$79,568",detroit-pistons,2019,79568
1877,Blake Griffin,"$32,670,565",detroit-pistons,2020,32670565
1878,Jerami Grant,"$19,050,000",detroit-pistons,2020,19050000
1879,Cory Joseph,"$12,600,000",detroit-pistons,2020,12600000
1880,Mason Plumlee,"$8,000,000",detroit-pistons,2020,8000000
1881,Dennis Smith Jr.,"$5,686,677",detroit-pistons,2020,5686677
1882,Killian Hayes,"$5,307,120",detroit-pistons,2020,5307120
1883,Rodney McGruder,"$5,192,307",detroit-pistons,2020,5192307
1884,Josh Jackson,"$4,767,000",detroit-pistons,2020,4767000
1885,Sekou Doumbouya,"$3,449,400",detroit-pistons,2020,3449400
1886,Isaiah Stewart,"$3,121,080",detroit-pistons,2020,3121080
1887,Dewayne Dedmon,"$2,866,667",detroit-pistons,2020,2866667
1888,Saddiq Bey,"$2,689,920",detroit-pistons,2020,2689920
1889,Wayne Ellington,"$2,564,753",detroit-pistons,2020,2564753
1890,Dzanan Musa,"$2,002,800",detroit-pistons,2020,2002800
1891,Jahlil Okafor,"$1,882,867",detroit-pistons,2020,1882867
1892,Hamidou Diallo,"$1,663,861",detroit-pistons,2020,1663861
1893,Zhaire Smith,"$1,068,200",detroit-pistons,2020,1068200
1894,D. Sirvydis,"$898,310",detroit-pistons,2020,898310
1895,Tyler Cook,"$594,121",detroit-pistons,2020,594121
1896,Saben Lee,"$516,836",detroit-pistons,2020,516836
1897,Frank Jackson,"$449,115",detroit-pistons,2020,449115
1898,Blake Griffin,"$29,764,126",detroit-pistons,2021,29764126
1899,Jerami Grant,"$20,002,500",detroit-pistons,2021,20002500
1900,Kelly Olynyk,"$12,195,122",detroit-pistons,2021,12195122
1901,M. Bagley,"$11,312,114",detroit-pistons,2021,11312114
1902,Cade Cunningham,"$10,050,120",detroit-pistons,2021,10050120
1903,DeAndre Jordan,"$7,875,533",detroit-pistons,2021,7875533
1904,Cory Joseph,"$7,310,000",detroit-pistons,2021,7310000
1905,Killian Hayes,"$5,572,680",detroit-pistons,2021,5572680
1906,Hamidou Diallo,"$5,200,000",detroit-pistons,2021,5200000
1907,Isaiah Stewart,"$3,277,080",detroit-pistons,2021,3277080
1908,Frank Jackson,"$3,000,000",detroit-pistons,2021,3000000
1909,Dewayne Dedmon,"$2,866,667",detroit-pistons,2021,2866667
1910,Saddiq Bey,"$2,824,320",detroit-pistons,2021,2824320
1911,Rodney McGruder,"$1,939,350",detroit-pistons,2021,1939350
1912,D. Sirvydis,"$1,603,559",detroit-pistons,2021,1603559
1913,Saben Lee,"$1,489,065",detroit-pistons,2021,1489065
1914,Zhaire Smith,"$1,068,200",detroit-pistons,2021,1068200
1915,Isaiah Livers,"$1,057,260",detroit-pistons,2021,1057260
1916,Luka Garza,"$925,258",detroit-pistons,2021,925258
1917,Jamorko Pickett,"$462,629",detroit-pistons,2021,462629
1918,Sean Chris Smith,"$462,629",detroit-pistons,2021,462629
1919,Cassius Stanley,"$256,734",detroit-pistons,2021,256734
1920,Cheick Diallo,"$102,831",detroit-pistons,2021,102831
1921,Justin Robinson,"$95,930",detroit-pistons,2021,95930
1922,D. Walton,"$95,930",detroit-pistons,2021,95930
1923,Carsen Edwards,"$76,744",detroit-pistons,2021,76744
1924,Braxton Key,"$74,446",detroit-pistons,2021,74446
1925,Jaysean Paige,"$53,176",detroit-pistons,2021,53176
1926,Micah Potter,"$53,176",detroit-pistons,2021,53176
1927,Trayvon Palmer,"$53,176",detroit-pistons,2021,53176
1928,Bojan Bogdanovic,"$19,550,000",detroit-pistons,2022,19550000
1929,M. Bagley,"$12,500,000",detroit-pistons,2022,12500000
1930,Cade Cunningham,"$10,552,800",detroit-pistons,2022,10552800
1931,Alec Burks,"$10,012,800",detroit-pistons,2022,10012800
1932,James Wiseman,"$9,603,360",detroit-pistons,2022,9603360
1933,Nerlens Noel,"$9,240,000",detroit-pistons,2022,9240000
1934,Kemba Walker,"$9,165,471",detroit-pistons,2022,9165471
